GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000144674	3	37284668	37408242	244	16	443093	-1.2982	0.9029	GOLGA4
ENSG00000198590	3	37427760	37476988	103	16	443093	-1.2091	0.88669	C3orf35
ENSG00000144668	3	37493606	37865005	1059	78	443093	-0.31891	0.6251	ITGA9
ENSG00000144677	3	37903451	38025960	285	25	443093	-1.98	0.97615	CTDSPL
ENSG00000136059	3	38029550	38048679	55	6	443093	0.13959	0.44449	VILL
ENSG00000187091	3	38048987	38071253	81	14	443093	-1.3076	0.9045	PLCD1
ENSG00000008226	3	38080696	38165516	257	15	443093	1.2274	0.10983	DLEC1
ENSG00000060971	3	38144620	38178733	52	13	443093	1.0938	0.13703	ACAA1
ENSG00000172936	3	38179969	38184513	3	2	443093	-0.44926	0.67338	MYD88
ENSG00000172939	3	38206580	38296979	123	18	443093	0.26704	0.39472	OXSR1
ENSG00000172940	3	38307303	38319806	17	2	443093	0.067944	0.47292	SLC22A13
ENSG00000144671	3	38323785	38360066	178	9	443093	-0.85128	0.80269	SLC22A14
ENSG00000093217	3	38388251	38462839	281	19	443093	0.054358	0.47832	XYLB
ENSG00000114739	3	38495342	38534633	82	7	443093	1.2489	0.10585	ACVR2B
ENSG00000157036	3	38537618	38583652	100	11	443093	1.6063	0.054109	EXOG
ENSG00000183873	3	38589548	38691164	300	43	443093	-0.79719	0.78733	SCN5A
ENSG00000185313	3	38738293	38835501	347	29	443093	-1.352	0.91181	SCN10A
ENSG00000168356	3	38887260	38992052	276	21	443093	-0.47243	0.68169	SCN11A
ENSG00000114742	3	39093489	39138155	130	18	443093	0.11605	0.45381	WDR48
ENSG00000114745	3	39138150	39149854	34	9	443093	0.18728	0.42572	GORASP1
ENSG00000168026	3	39149152	39180394	117	15	443093	0.41247	0.34	TTC21A
ENSG00000144655	3	39183346	39196053	37	9	443093	-0.78975	0.78516	CSRNP1
ENSG00000168334	3	39224701	39234087	18	7	443093	-1.7106	0.95642	XIRP1
ENSG00000168329	3	39304985	39323226	63	18	443093	0.32836	0.37132	CX3CR1
ENSG00000179934	3	39371197	39375171	5	3	443093	1.748	0.040235	CCR8
ENSG00000144659	3	39424839	39438842	42	7	443093	2.125	0.016792	SLC25A38
ENSG00000168028	3	39448180	39454033	33	4	443093	2.2384	0.012598	RPSA
ENSG00000168314	3	39508689	39570970	303	8	443093	-0.15831	0.56289	MOBP
ENSG00000170011	3	39850405	40301812	1492	58	443093	1.4735	0.070311	MYRIP
ENSG00000114784	3	40351175	40353915	11	3	443093	1.4255	0.077012	EIF1B
ENSG00000168032	3	40428647	40470110	92	6	443093	2.3019	0.010671	ENTPD3
ENSG00000188846	3	40498783	40503861	14	5	443093	2.1392	0.016211	RPL14
ENSG00000177873	3	40518604	40531727	17	4	443093	2.0056	0.022448	ZNF619
ENSG00000177842	3	40547483	40560227	15	4	443093	0.11841	0.45287	ZNF620
ENSG00000172888	3	40566369	40616176	108	16	443093	0.35129	0.36269	ZNF621
ENSG00000168036	3	41236328	41301587	97	11	443093	0.39979	0.34466	CTNNB1
ENSG00000168038	3	41288090	42003922	2477	40	443093	-0.14123	0.55616	ULK4
ENSG00000182606	3	42055294	42267381	621	41	443093	-1.7107	0.95643	TRAK1
ENSG00000187094	3	42299317	42307699	22	6	443093	0.24987	0.40134	CCK
ENSG00000157093	3	42438570	42452092	29	7	443093	0.70259	0.24115	LYZL4
ENSG00000114812	3	42530791	42579059	126	26	443093	0.35414	0.36162	VIPR1
ENSG00000093183	3	42589461	42642572	137	16	443093	-1.6661	0.95215	SEC22C
ENSG00000008324	3	42623332	42636606	32	7	443093	-1.0025	0.84194	SS18L2
ENSG00000114857	3	42642106	42690227	114	10	443093	-1.0328	0.84915	NKTR
ENSG00000114853	3	42695176	42709072	31	6	443093	0.23482	0.40718	ZBTB47
ENSG00000157119	3	42727011	42734036	9	4	443093	-0.95288	0.82968	KLHL40
ENSG00000010282	3	42734155	42744319	24	7	443093	-0.4564	0.67595	HHATL
ENSG00000244607	3	42734155	42814745	169	16	443093	0.38194	0.35125	CCDC13
ENSG00000181061	3	42798669	42846023	88	14	443093	0.41744	0.33818	HIGD1A
ENSG00000144648	3	42846244	42929466	218	23	443093	0.83784	0.20106	ACKR2
ENSG00000273291	3	42850938	43097363	540	32	443093	-0.082668	0.53294	KRBOX1
ENSG00000240747	3	42850975	42984284	282	22	443093	0.58701	0.2786	KRBOX1
ENSG00000180432	3	42897497	42917633	53	10	443093	0.6259	0.26569	CYP8B1
ENSG00000182983	3	42947223	42960825	17	4	443093	-1.8225	0.96581	ZNF662
ENSG00000144649	3	43020759	43101703	217	20	443093	-1.2292	0.8905	FAM198A
ENSG00000144647	3	43120724	43147568	48	9	443093	1.0913	0.13756	POMGNT2
ENSG00000163788	3	43328004	43466256	190	29	443093	-1.6377	0.94926	SNRK
ENSG00000160746	3	43396351	43733086	682	40	443093	-1.4125	0.9211	ANO10
ENSG00000011198	3	43731605	43775863	119	12	443093	-1.063	0.8561	ABHD5
ENSG00000173769	3	44283378	44373590	187	13	443093	2.5246	0.005791	TOPAZ1
ENSG00000179152	3	44379611	44450943	144	13	443093	2.2142	0.013406	TCAIM
ENSG00000185219	3	44481262	44519162	61	11	443093	2.2568	0.012011	ZNF445
ENSG00000178917	3	44540462	44552128	8	3	443093	0.97061	0.16587	ZNF852
ENSG00000196345	3	44596685	44624975	66	7	443093	1.9903	0.023277	ZKSCAN7
ENSG00000273303	3	44607051	44635665	55	6	443093	1.9967	0.022931	RP11-944L7.5
ENSG00000144792	3	44619715	44641186	30	5	443093	2.02	0.021691	ZNF660
ENSG00000186448	3	44626380	44689963	80	9	443093	2.3125	0.010374	ZNF197
ENSG00000169981	3	44690219	44702283	10	6	443093	1.4525	0.073181	ZNF35
ENSG00000196653	3	44754135	44765323	15	6	443093	1.8121	0.034984	ZNF502
ENSG00000186446	3	44771088	44778575	15	4	443093	1.4623	0.071832	ZNF501
ENSG00000163807	3	44779153	44803154	30	8	443093	1.3154	0.094182	KIAA1143
ENSG00000163808	3	44803209	44914868	139	16	443093	2.3092	0.010466	KIF15
ENSG00000169964	3	44903361	44907162	2	1	443093	2.3781	0.0087009	TMEM42
ENSG00000163810	3	44916100	44956482	172	15	443093	-0.12546	0.54992	TGM4
ENSG00000163812	3	44956749	45017677	75	9	443093	0.32095	0.37412	ZDHHC3
ENSG00000075914	3	45016733	45077558	153	12	443093	-0.056796	0.52265	EXOSC7
ENSG00000163815	3	45043040	45077563	102	8	443093	-0.028475	0.51136	CLEC3B
ENSG00000163814	3	45123770	45187914	224	62	443093	1.841	0.032807	CDCP1
ENSG00000249992	3	45265958	45267770	6	2	443093	0.71579	0.23706	TMEM158
ENSG00000011376	3	45429998	45590913	344	22	443093	-0.87142	0.80824	LARS2
ENSG00000144791	3	45596886	45727830	498	31	443093	0.53147	0.29755	LIMD1
ENSG00000211456	3	45730548	45786916	208	10	443093	0.92621	0.17717	SACM1L
ENSG00000163817	3	45796942	45838027	98	29	443093	0.64181	0.2605	SLC6A20
ENSG00000163818	3	45864808	45957534	187	27	443093	-0.12288	0.5489	LZTFL1
ENSG00000173585	3	45927996	45944667	39	9	443093	-0.83741	0.79882	CCR9
ENSG00000163820	3	45959396	46037316	225	19	443093	-0.12663	0.55038	FYCO1
ENSG00000172215	3	45982425	45989845	16	5	443093	0.29873	0.38257	CXCR6
ENSG00000173578	3	46058516	46069234	26	3	443093	0.43439	0.332	XCR1
ENSG00000183625	3	46205096	46308197	271	14	443093	0.18459	0.42678	CCR3
ENSG00000163823	3	46243200	46249887	11	1	443093	-0.63888	0.73855	CCR1
ENSG00000121807	3	46395225	46402419	18	4	443093	1.6835	0.046137	CCR2
ENSG00000160791	3	46411633	46417697	17	4	443093	0.057574	0.47704	CCR5
ENSG00000121797	3	46448654	46454488	19	4	443093	-0.43462	0.66808	CCRL2
ENSG00000012223	3	46477136	46526724	176	21	443093	-0.3238	0.62695	LTF
ENSG00000163825	3	46538981	46542439	12	3	443093	-0.81125	0.79139	RTP3
ENSG00000163827	3	46556913	46621589	251	24	443093	-1.1043	0.86527	LRRC2
ENSG00000268324	3	46598888	46601178	14	3	443093	-1.1568	0.87632	LUZPP1
ENSG00000241186	3	46616045	46668033	255	24	443093	-0.74034	0.77045	TDGF1
ENSG00000178038	3	46710487	46735194	88	13	443093	0.55277	0.29021	ALS2CL
ENSG00000181585	3	46742823	46752376	28	7	443093	0.89436	0.18556	TMIE
ENSG00000206549	3	46753605	46854064	331	10	443093	0.55937	0.28796	PRSS50
ENSG00000261603	3	46761073	46777919	62	5	443093	0.66047	0.25448	PRSS46
ENSG00000188086	3	46783582	46854048	201	7	443093	0.13763	0.44526	PRSS45
ENSG00000178055	3	46871032	46875585	8	2	443093	0.92785	0.17674	PRSS42
ENSG00000160808	3	46899362	46923659	48	11	443093	0.80394	0.21072	MYL3
ENSG00000160801	3	46919236	46945287	49	10	443093	0.1945	0.42289	PTH1R
ENSG00000268537	3	46927699	46930171	5	3	443093	-0.24296	0.59598	AC109583.1
ENSG00000160799	3	46963216	47023500	84	9	443093	-1.071	0.85792	CCDC12
ENSG00000160796	3	47021173	47051193	46	6	443093	-0.90341	0.81685	NBEAL2
ENSG00000181555	3	47057919	47205457	185	13	443093	-0.53827	0.7048	SETD2
ENSG00000088727	3	47269516	47324941	71	10	443093	-0.37743	0.64707	KIF9
ENSG00000114648	3	47324407	47388306	62	11	443093	-0.66103	0.7457	KLHL18
ENSG00000076201	3	47422501	47454931	32	5	443093	-1.8225	0.96581	PTPN23
ENSG00000114650	3	47455203	47518616	60	8	443093	-1.6412	0.94963	SCAP
ENSG00000163832	3	47537130	47555251	30	6	443093	-1.5856	0.94358	ELP6
ENSG00000114646	3	47603729	47622282	22	4	443093	-0.062229	0.52481	CSPG5
ENSG00000173473	3	47626762	47823596	238	16	443093	0.50454	0.30694	SMARCC1
ENSG00000132153	3	47844399	47891685	40	6	443093	0.63232	0.26359	DHX30
ENSG00000047849	3	47892182	48130769	277	16	443093	0.70437	0.2406	MAP4
ENSG00000164045	3	48198636	48229892	35	8	443093	0.47712	0.31664	CDC25A
ENSG00000164047	3	48264837	48266981	1	1	443093	-0.18376	0.5729	CAMP
ENSG00000164048	3	48282590	48340743	98	7	443093	-0.28511	0.61222	ZNF589
ENSG00000172113	3	48334754	48343175	16	2	443093	-1.1889	0.88277	NME6
ENSG00000229453	3	48348336	48369831	46	3	443093	-0.51985	0.69842	SPINK8
ENSG00000164049	3	48413709	48442666	36	3	443093	-0.67654	0.75065	FBXW12
ENSG00000164050	3	48445261	48471594	13	8	443093	-0.093953	0.53743	PLXNB1
ENSG00000164051	3	48473574	48481866	5	3	443093	-0.14288	0.55681	CCDC51
ENSG00000232112	3	48481667	48485616	2	1	443093	1.2072	0.11369	TMA7
ENSG00000164053	3	48488114	48507115	12	6	443093	-0.86941	0.80769	ATRIP
ENSG00000213689	3	48506445	48509044	2	1	443093	-1.5072	0.93412	TREX1
ENSG00000164054	3	48509197	48542259	39	5	443093	-1.0915	0.86248	SHISA5
ENSG00000114268	3	48555117	48599448	49	11	443093	-1.7104	0.9564	PFKFB4
ENSG00000145040	3	48599160	48601206	5	3	443093	-0.67625	0.75056	UCN2
ENSG00000114270	3	48601506	48632700	29	9	443093	0.58485	0.27933	COL7A1
ENSG00000010256	3	48636435	48648409	11	4	443093	-1.48	0.93056	UQCRC1
ENSG00000183396	3	48658192	48659288	3	2	443093	2.4907	0.0063753	TMEM89
ENSG00000225697	3	48663156	48672926	13	2	443093	1.3574	0.087324	SLC26A6
ENSG00000008300	3	48673902	48700348	26	4	443093	0.77734	0.21848	CELSR3
ENSG00000213672	3	48701364	48723797	35	5	443093	0.76466	0.22224	NCKIPSD
ENSG00000068745	3	48725436	48777786	88	11	443093	0.71276	0.238	IP6K2
ENSG00000114302	3	48782030	48885279	84	16	443093	0.14121	0.44385	PRKAR2A
ENSG00000178537	3	48894369	48936426	41	8	443093	0.51032	0.30491	SLC25A20
ENSG00000221883	3	48955221	48956818	2	1	443093	0.57629	0.28221	ARIH2OS
ENSG00000177479	3	48956254	49023815	69	11	443093	0.72893	0.23302	ARIH2
ENSG00000178467	3	49027319	49044587	12	3	443093	0.75682	0.22458	P4HTM
ENSG00000178252	3	49044495	49053386	7	2	443093	0.66092	0.25433	WDR6
ENSG00000178149	3	49052921	49059726	5	3	443093	0.19976	0.42083	DALRD3
ENSG00000178057	3	49057892	49060928	1	1	443093	0.96569	0.1671	NDUFAF3
ENSG00000178035	3	49061758	49066841	5	3	443093	-0.76377	0.7775	IMPDH2
ENSG00000198218	3	49067140	49131796	66	13	443093	0.031495	0.48744	QRICH1
ENSG00000172053	3	49133365	49142553	10	3	443093	0.27621	0.39119	QARS
ENSG00000172046	3	49145479	49158371	10	3	443093	0.35196	0.36244	USP19
ENSG00000172037	3	49158547	49170551	12	7	443093	0.80008	0.21183	LAMB2
ENSG00000177352	3	49199968	49203754	4	1	443093	-0.68848	0.75442	CCDC71
ENSG00000185909	3	49209044	49213917	7	2	443093	-0.37617	0.6466	KLHDC8B
ENSG00000236980	3	49215065	49229291	21	5	443093	0.097101	0.46132	C3orf84
ENSG00000173421	3	49235861	49295537	82	11	443093	-0.22772	0.59007	CCDC36
ENSG00000225399	3	49297518	49298744	4	2	443093	-0.14495	0.55763	RP11-3B7.1
ENSG00000188315	3	49306035	49315342	13	4	443093	0.31601	0.376	C3orf62
ENSG00000114316	3	49315264	49378145	85	12	443093	-0.20048	0.57945	USP4
ENSG00000233276	3	49394609	49396033	2	1	443093	1.0213	0.15356	GPX1
ENSG00000067560	3	49396578	49450431	103	11	443093	0.43547	0.33161	RHOA
ENSG00000145022	3	49449639	49453908	8	3	443093	0.29579	0.3837	TCTA
ENSG00000145020	3	49454211	49460186	9	2	443093	0.99317	0.16031	AMT
ENSG00000145029	3	49460379	49466759	8	4	443093	0.28248	0.38879	NICN1
ENSG00000173402	3	49506146	49573048	118	13	443093	0.65898	0.25495	DAG1
ENSG00000164061	3	49591922	49708978	169	16	443093	0.39167	0.34765	BSN
ENSG00000164062	3	49711435	49721396	8	3	443093	0.34096	0.36657	APEH
ENSG00000173531	3	49721380	49726934	9	4	443093	-0.43203	0.66714	MST1
ENSG00000164068	3	49726932	49758962	51	9	443093	0.70208	0.24131	RNF123
ENSG00000176020	3	49754267	49761349	4	2	443093	-0.55476	0.71047	AMIGO3
ENSG00000173540	3	49754277	49761384	4	2	443093	-0.55476	0.71047	GMPPB
ENSG00000176095	3	49761727	49823975	106	11	443093	0.50272	0.30758	IP6K1
ENSG00000187492	3	49828165	49837268	16	6	443093	0.44325	0.32879	CDHR4
ENSG00000185614	3	49840687	49842463	1	1	443093	1.2896	0.0986	FAM212A
ENSG00000182179	3	49842640	49851379	7	2	443093	0.031138	0.48758	UBA7
ENSG00000183763	3	49866034	49894007	41	6	443093	0.2943	0.38427	TRAIP
ENSG00000164076	3	49895421	49907655	18	4	443093	-0.26137	0.6031	CAMKV
ENSG00000164078	3	49924435	49941299	24	4	443093	0.29461	0.38415	MST1R
ENSG00000228008	3	49941278	49954370	13	4	443093	0.47006	0.31916	CTD-2330K9.3
ENSG00000164077	3	49946302	49967606	31	9	443093	1.0161	0.15479	MON1A
ENSG00000004534	3	49977440	50137478	316	15	443093	0.20736	0.41786	RBM6
ENSG00000003756	3	50126341	50156454	31	6	443093	0.14503	0.44234	RBM5
ENSG00000001617	3	50192478	50226508	67	11	443093	0.32697	0.37185	SEMA3F
ENSG00000114349	3	50229045	50233949	3	1	443093	0.1148	0.4543	GNAT1
ENSG00000114353	3	50263724	50296787	40	11	443093	-0.98234	0.83703	GNAI2
ENSG00000179564	3	50316458	50325545	5	2	443093	-1.094	0.86302	LSMEM2
ENSG00000214706	3	50325163	50330349	4	2	443093	-0.24556	0.59699	IFRD2
ENSG00000186792	3	50330262	50336899	7	4	443093	-0.99181	0.83935	HYAL3
ENSG00000243477	3	50333833	50336852	4	2	443093	-0.28998	0.61408	NAT6
ENSG00000114378	3	50337320	50349812	21	8	443093	-0.086864	0.53461	HYAL1
ENSG00000068001	3	50355221	50360337	2	1	443093	-0.22595	0.58938	HYAL2
ENSG00000114383	3	50357458	50365682	6	4	443093	-0.8879	0.8127	TUSC2
ENSG00000068028	3	50367219	50378411	11	3	443093	-0.39434	0.65334	RASSF1
ENSG00000004838	3	50378541	50384283	3	1	443093	0.0050088	0.498	ZMYND10
ENSG00000114388	3	50384761	50388522	1	1	443093	0.21086	0.4165	NPRL2
ENSG00000114395	3	50388126	50395891	8	4	443093	-0.44127	0.67049	CYB561D2
ENSG00000272104	3	50388323	50405354	14	6	443093	-0.17981	0.57135	XXcos-LUCA11.5
ENSG00000126062	3	50392180	50397041	3	2	443093	-1.3816	0.91645	TMEM115
ENSG00000007402	3	50400233	50541675	273	19	443093	0.699	0.24228	CACNA2D2
ENSG00000088543	3	50595462	50608458	16	6	443093	1.493	0.067712	C3orf18
ENSG00000114735	3	50606583	50622366	18	4	443093	1.37	0.085347	HEMK1
ENSG00000114737	3	50643921	50649262	10	4	443093	0.63201	0.26369	CISH
ENSG00000114738	3	50648951	50686720	57	9	443093	1.4802	0.069414	MAPKAPK3
ENSG00000088538	3	50712672	51421629	1335	16	443093	1.6528	0.049185	DOCK3
ENSG00000145050	3	51422478	51426828	7	2	443093	-0.043352	0.51729	MANF
ENSG00000179837	3	51428731	51435330	7	3	443093	0.3154	0.37623	RBM15B
ENSG00000145041	3	51433298	51534010	138	15	443093	0.28586	0.38749	VPRBP
ENSG00000164080	3	51575160	51702683	117	24	443093	0.25539	0.39921	RAD54L2
ENSG00000164081	3	51696709	51738339	42	16	443093	0.39571	0.34616	TEX264
ENSG00000164082	3	51741086	51752629	7	4	443093	1.319	0.09359	GRM2
ENSG00000214686	3	51812580	51813009	1	1	443093	0.19295	0.4235	IQCF6
ENSG00000229972	3	51851620	51864876	26	3	443093	1.3131	0.094582	IQCF3
ENSG00000184345	3	51895645	51897440	4	2	443093	1.283	0.09975	IQCF2
ENSG00000214681	3	51907737	51909600	2	1	443093	1.5071	0.065898	IQCF5
ENSG00000173389	3	51928892	51937351	24	4	443093	0.34442	0.36526	IQCF1
ENSG00000114767	3	51967446	51975957	12	6	443093	0.1279	0.44911	RRP9
ENSG00000041880	3	51976361	51982883	9	4	443093	0.33259	0.36972	PARP3
ENSG00000180929	3	51989330	51991509	8	3	443093	2.4294	0.0075629	GPR62
ENSG00000090097	3	51991470	52002426	11	4	443093	1.4818	0.069197	PCBP4
ENSG00000272762	3	51994317	52008032	9	3	443093	1.4767	0.069883	RP11-155D18.14
ENSG00000114779	3	52002526	52017425	15	7	443093	1.4515	0.073315	ABHD14B
ENSG00000248487	3	52005442	52015212	11	5	443093	1.4441	0.074351	ABHD14A
ENSG00000114786	3	52009066	52023199	19	9	443093	1.3568	0.087419	ABHD14A-ACY1
ENSG00000243989	3	52009066	52023213	19	9	443093	1.3568	0.087419	ACY1
ENSG00000162244	3	52027616	52029958	3	2	443093	-0.56725	0.71473	RPL29
ENSG00000164086	3	52082935	52090566	5	2	443093	0.46487	0.32101	DUSP7
ENSG00000164087	3	52109269	52188706	95	12	443093	0.95652	0.1694	POC1A
ENSG00000023330	3	52232102	52248343	15	2	443093	0.54889	0.29154	ALAS1
ENSG00000239732	3	52255096	52273183	33	9	443093	-0.14131	0.55619	TLR9
ENSG00000173366	3	52255097	52265206	10	5	443093	-0.34634	0.63545	TLR9
ENSG00000247596	3	52262626	52273276	26	7	443093	-0.21902	0.58668	TWF2
ENSG00000164088	3	52279841	52284613	3	1	443093	-0.51581	0.69701	PPM1M
ENSG00000164091	3	52288437	52322036	59	11	443093	-1.0759	0.85901	WDR82
ENSG00000168237	3	52321105	52329272	15	4	443093	0.48791	0.31281	GLYCTK
ENSG00000114841	3	52350335	52434507	113	10	443093	-0.0091081	0.50363	DNAH1
ENSG00000163930	3	52435029	52444366	7	3	443093	0.20024	0.42065	BAP1
ENSG00000010318	3	52444673	52457657	13	6	443093	-0.60177	0.72634	PHF7
ENSG00000010319	3	52467069	52479101	16	7	443093	-1.0521	0.85363	SEMA3G
ENSG00000114854	3	52485118	52488086	2	1	443093	0.55536	0.28933	TNNC1
ENSG00000010322	3	52489134	52527087	77	6	443093	0.41519	0.339	NISCH
ENSG00000010327	3	52529354	52558511	47	12	443093	0.75405	0.22541	STAB1
ENSG00000168268	3	52558386	52569070	27	5	443093	0.66503	0.25301	NT5DC2
ENSG00000168273	3	52568029	52613253	97	10	443093	-0.74326	0.77134	SMIM4
ENSG00000163939	3	52579368	52719933	324	11	443093	-0.96755	0.83337	PBRM1
ENSG00000163938	3	52715172	52728508	23	4	443093	-0.44528	0.67194	GNL3
ENSG00000016864	3	52728505	52740048	14	3	443093	-1.4023	0.91959	GLT8D1
ENSG00000114902	3	52738971	52742182	6	2	443093	-0.50982	0.69491	SPCS1
ENSG00000114904	3	52744800	52804965	133	10	443093	-0.92446	0.82238	NEK4
ENSG00000055957	3	52811603	52826078	33	4	443093	-1.0846	0.86094	ITIH1
ENSG00000162267	3	52828784	52843025	23	8	443093	-1.1166	0.86792	ITIH3
ENSG00000055955	3	52846991	52865495	42	6	443093	-1.0632	0.85616	ITIH4
ENSG00000243696	3	52847298	52869745	57	6	443093	-0.96412	0.83251	RP5-966M1.6
ENSG00000272573	3	52867130	52869235	7	2	443093	-0.38696	0.65061	MUSTN1
ENSG00000248592	3	52867137	52931578	138	11	443093	-0.82083	0.79413	TMEM110-MUSTN1
ENSG00000213533	3	52870235	52931612	128	11	443093	-0.82882	0.7964	TMEM110
ENSG00000163935	3	52937588	53080766	320	18	443093	0.21125	0.41635	SFMBT1
ENSG00000272305	3	53003135	53133469	344	18	443093	0.55651	0.28893	RP11-894J14.5
ENSG00000163933	3	53122499	53164478	104	8	443093	0.65215	0.25715	RFT1
ENSG00000163932	3	53190025	53226733	82	12	443093	0.099381	0.46042	PRKCD
ENSG00000163931	3	53258723	53290068	157	13	443093	-2.0205	0.97833	TKT
ENSG00000162290	3	53317447	53381654	111	16	443093	-1.6623	0.95178	DCP1A
ENSG00000157388	3	53528683	53847760	780	71	443093	-1.1951	0.88398	CACNA1D
ENSG00000016391	3	53846362	53880417	111	21	443093	-1.0389	0.85057	CHDH
ENSG00000056736	3	53880607	53899827	69	14	443093	0.01192	0.49524	IL17RB
ENSG00000113812	3	53901093	53916229	46	9	443093	-0.080796	0.5322	ACTR8
ENSG00000113811	3	53918437	53926015	25	6	443093	0.32797	0.37147	SELK
ENSG00000157445	3	54156574	55108584	3010	193	443093	1.1575	0.12353	CACNA2D3
ENSG00000144771	3	54952264	55001115	134	18	443093	-0.047735	0.51904	LRTM1
ENSG00000114251	3	55499743	55523973	48	11	443093	-0.29122	0.61456	WNT5A
ENSG00000187672	3	55542336	56502391	3036	96	443093	1.4649	0.071469	ERC2
ENSG00000180376	3	56591189	56655846	300	20	443093	0.48776	0.31286	CCDC66
ENSG00000163946	3	56654161	56717265	262	17	443093	0.29623	0.38353	FAM208A
ENSG00000163947	3	56761446	57113357	1159	89	443093	-0.1277	0.55081	ARHGEF3
ENSG00000186451	3	57094469	57109460	42	9	443093	0.72366	0.23464	SPATA12
ENSG00000144730	3	57124010	57204334	221	24	443093	-1.162	0.87738	IL17RD
ENSG00000163666	3	57231944	57260549	43	9	443093	-0.73413	0.76857	HESX1
ENSG00000157500	3	57261765	57307496	72	11	443093	-0.37791	0.64725	APPL1
ENSG00000239388	3	57302375	57326710	37	8	443093	0.43129	0.33313	ASB14
ENSG00000174844	3	57327727	57530071	782	23	443093	-1.9734	0.97578	DNAH12
ENSG00000174840	3	57542003	57552571	22	6	443093	-2.4793	0.99342	PDE12
ENSG00000168374	3	57557090	57583947	74	10	443093	-2.0198	0.9783	ARF4
ENSG00000174839	3	57611184	57678816	156	20	443093	-1.4882	0.93165	DENND6A
ENSG00000163681	3	57741177	57914895	256	18	443093	-1.194	0.88376	SLMAP
ENSG00000136068	3	57994127	58157982	403	32	443093	0.63144	0.26388	FLNB
ENSG00000163687	3	58177984	58200424	83	12	443093	0.75789	0.22426	DNASE1L3
ENSG00000163686	3	58223233	58281420	234	20	443093	0.37669	0.3532	ABHD6
ENSG00000163684	3	58291974	58310422	72	9	443093	-0.27273	0.60747	RPP14
ENSG00000168297	3	58318607	58411748	406	19	443093	-0.045334	0.51808	PXK
ENSG00000168291	3	58413357	58419584	26	6	443093	-0.40789	0.65832	PDHB
ENSG00000168301	3	58477841	58488087	19	7	443093	-0.5598	0.71219	KCTD6
ENSG00000168306	3	58490863	58523046	69	18	443093	1.1196	0.13145	ACOX2
ENSG00000168309	3	58549844	58613337	271	27	443093	-0.27638	0.60887	FAM107A
ENSG00000198643	3	58619673	58652575	136	17	443093	-0.19678	0.578	FAM3D
ENSG00000163689	3	58703092	59035810	507	27	443093	0.40519	0.34267	C3orf67
ENSG00000189283	3	59735036	61237133	6699	350	443093	-1.5732	0.94216	FHIT
ENSG00000269415	3	59957215	59957583	3	1	443093	0.54528	0.29278	NPCDR1
ENSG00000144724	3	61547243	62283288	2404	163	443093	-2.1961	0.98596	PTPRG
ENSG00000114405	3	62304648	62321888	15	7	443093	0.38524	0.35003	C3orf14
ENSG00000153266	3	62355356	62359999	3	2	443093	0.10214	0.45932	FEZF2
ENSG00000163618	3	62384022	62861054	1925	101	443093	-0.49317	0.68905	CADPS
ENSG00000163630	3	63213991	63602597	1557	107	443093	-1.3204	0.90664	SYNPR
ENSG00000188817	3	63638344	63664696	118	14	443093	-0.6337	0.73686	SNTN
ENSG00000163632	3	63805038	63834312	50	14	443093	-0.095732	0.53813	C3orf49
ENSG00000163634	3	63819546	63849579	55	14	443093	-0.41888	0.66235	THOC7
ENSG00000163635	3	63850233	63989138	276	25	443093	-0.90372	0.81693	ATXN7
ENSG00000163636	3	63996225	64009658	38	10	443093	-0.24412	0.59643	PSMD6
ENSG00000163637	3	64079543	64431152	1165	87	443093	-0.13279	0.55282	PRICKLE2
ENSG00000163638	3	64501333	64673676	504	42	443093	-0.10867	0.54327	ADAMTS9
ENSG00000151276	3	65339200	66024509	2418	159	443093	0.80946	0.20912	MAGI1
ENSG00000144741	3	66119285	66438540	709	46	443093	1.3792	0.083918	SLC25A26
ENSG00000144749	3	66429221	66551687	301	30	443093	0.66696	0.2524	LRIG1
ENSG00000163376	3	67048727	67061634	17	5	443093	0.42378	0.33586	KBTBD8
ENSG00000172340	3	67410884	67705038	1173	59	443093	-0.98333	0.83728	SUCLG2
ENSG00000183662	3	68053359	68594776	1900	80	443093	1.0766	0.14083	FAM19A1
ENSG00000163377	3	68780917	68981761	648	26	443093	0.68844	0.24559	FAM19A4
ENSG00000163378	3	69024365	69063112	124	12	443093	-0.35164	0.63744	EOGT
ENSG00000144747	3	69068978	69101484	63	9	443093	-0.14777	0.55874	TMF1
ENSG00000144744	3	69103881	69129559	54	9	443093	-1.0348	0.84961	UBA3
ENSG00000144746	3	69134095	69155217	68	10	443093	1.5582	0.059591	ARL6IP5
ENSG00000163380	3	69156023	69172183	45	8	443093	0.77107	0.22033	LMOD3
ENSG00000114541	3	69219141	69591734	1339	80	443093	1.0975	0.13621	FRMD4B
ENSG00000187098	3	69788586	70017488	476	24	443093	0.9145	0.18023	MITF
ENSG00000114861	3	71003844	71633140	1382	116	443093	-1.1868	0.88234	FOXP1
ENSG00000163412	3	71724567	71803924	271	30	443093	0.069221	0.47241	EIF4E3
ENSG00000170837	3	71803201	71805647	2	1	443093	1.5713	0.058056	GPR27
ENSG00000163421	3	71820807	71834357	29	8	443093	0.7604	0.22351	PROK2
ENSG00000163602	3	72420976	72496069	85	21	443093	-1.1266	0.87005	RYBP
