GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000113719	5	172261278	172379688	403	60	69000	-0.97286	0.83469	ERGIC1
ENSG00000037241	5	172385732	172396774	49	11	72645	2.0425	0.020552	RPL26L1
ENSG00000113732	5	172410760	172462448	108	23	67517	-0.22787	0.59013	ATP6V0E1
ENSG00000164463	5	172483355	172566291	215	20	70377	-0.11328	0.5451	CREBRF
ENSG00000113734	5	172571445	172591390	56	12	72894	-0.19976	0.57916	BNIP1
ENSG00000183072	5	172659112	172662360	7	3	46819	-0.93141	0.82418	NKX2-5
ENSG00000113739	5	172741716	172756506	25	7	73602	0.010712	0.49573	STC2
ENSG00000145919	5	173034517	173043663	33	6	72437	-0.36746	0.64336	BOD1
ENSG00000113742	5	173315283	173388979	188	19	72706	-0.036472	0.51455	CPEB4
ENSG00000185056	5	173400782	173433143	139	17	70724	1.2947	0.097709	C5orf47
ENSG00000170091	5	173472607	173670504	739	92	70511	1.3949	0.081523	NSG2
ENSG00000120149	5	174151536	174157896	22	7	62828	-0.4164	0.66144	MSX2
ENSG00000184845	5	174867042	174871211	10	4	69591	0.0019651	0.49922	DRD1
ENSG00000164466	5	174904065	174956745	217	18	70999	-2.2703	0.9884	SFXN1
ENSG00000113749	5	175085033	175113245	54	13	72559	-0.15659	0.56222	HRH2
ENSG00000145920	5	175223313	175311023	238	35	70854	-0.078554	0.53131	CPLX2
ENSG00000051596	5	175344876	175461683	87	16	34569	0.8783	0.18989	THOC3
ENSG00000248469	5	175476681	175489024	11	3	15427	-0.93065	0.82398	RP11-826N14.2
ENSG00000182230	5	175487692	175559261	112	19	45460	-2.0858	0.9815	FAM153B
ENSG00000170085	5	175665365	175772994	277	16	63541	1.5909	0.055813	SIMC1
ENSG00000122203	5	175773064	175788971	33	8	73752	0.73207	0.23206	KIAA1191
ENSG00000175414	5	175792471	175828866	92	19	69075	0.24401	0.40361	ARL10
ENSG00000048162	5	175810949	175815976	11	3	74219	-0.41482	0.66086	NOP16
ENSG00000146066	5	175815748	175816772	5	2	74219	-0.19437	0.57706	HIGD2A
ENSG00000175416	5	175819456	175843570	60	16	70765	-0.73568	0.76904	CLTB
ENSG00000113194	5	175874629	175937075	131	17	68362	-0.90987	0.81855	FAF2
ENSG00000146083	5	175953698	175965026	37	12	46373	-1.1259	0.8699	RNF44
ENSG00000074276	5	175969512	176022975	220	22	69873	0.22978	0.40913	CDHR2
ENSG00000169258	5	176022803	176037134	22	9	74219	0.95854	0.1689	GPRIN1
ENSG00000074317	5	176047085	176057530	22	6	65501	0.14364	0.44289	SNCB
ENSG00000175766	5	176057683	176073642	26	7	66842	0.58689	0.27864	EIF4E1B
ENSG00000048140	5	176074388	176086058	39	6	69301	0.03933	0.48431	TSPAN17
ENSG00000113763	5	176237478	176307897	176	37	65977	-0.20194	0.58002	UNC5A
ENSG00000160883	5	176307870	176326333	60	19	71439	1.4494	0.073614	HK3
ENSG00000087206	5	176332006	176449634	410	16	63711	0.96485	0.16731	UIMC1
ENSG00000113761	5	176449697	176508190	215	16	69978	1.4976	0.067122	ZNF346
ENSG00000160867	5	176513887	176525145	32	7	62713	1.4226	0.077431	FGFR4
ENSG00000165671	5	176560026	176727216	412	21	70382	1.7166	0.043029	NSD1
ENSG00000169228	5	176728199	176730745	5	3	74219	-0.73087	0.76757	RAB24
ENSG00000213347	5	176728462	176739758	25	9	74219	1.7248	0.042282	MXD3
ENSG00000169230	5	176730775	176733960	10	5	74219	1.2336	0.10867	PRELID1
ENSG00000169223	5	176758563	176778853	34	6	59932	1.1429	0.12653	LMAN2
ENSG00000169220	5	176784838	176799602	24	7	67391	1.9677	0.024552	RGS14
ENSG00000131183	5	176806236	176825849	31	6	64736	1.3338	0.091127	SLC34A1
ENSG00000131187	5	176829141	176836577	15	6	58541	0.3832	0.35078	F12
ENSG00000198055	5	176830205	176869902	76	21	68195	1.4335	0.075859	GRK6
ENSG00000131188	5	176873446	176883283	20	6	71134	2.8303	0.0023253	PRR7
ENSG00000113758	5	176883609	176901402	48	9	53075	0.22151	0.41235	DBN1
ENSG00000196923	5	176910395	176924607	25	8	65930	0.63267	0.26347	PDLIM7
ENSG00000146094	5	176928908	176938275	22	8	70845	0.4856	0.31362	DOK3
ENSG00000183258	5	176938578	176944470	8	4	72291	0.50369	0.30724	DDX41
ENSG00000146067	5	176946789	176981542	57	8	70583	0.57575	0.28239	FAM193B
ENSG00000184840	5	177019159	177023125	15	7	69271	2.5142	0.0059645	TMED9
ENSG00000027847	5	177027101	177037348	35	8	73778	1.774	0.038033	B4GALT7
ENSG00000170074	5	177134982	177210399	144	16	37025	0.39418	0.34672	FAM153A
ENSG00000249109	5	177209198	177221397	47	6	24778	-0.29618	0.61645	RP11-1026M7.2
ENSG00000175325	5	177419236	177423243	15	5	66380	-0.27184	0.60713	PROP1
ENSG00000204677	5	177433406	177482560	128	20	36555	-1.1824	0.88147	FAM153C
ENSG00000145911	5	177540444	177553088	31	9	73721	-0.73453	0.76869	N4BP3
ENSG00000145916	5	177557997	177577566	65	10	73077	-0.35141	0.63736	RMND5B
ENSG00000145912	5	177576461	177580968	11	3	68874	0.60493	0.27261	NHP2
ENSG00000197451	5	177631508	177638164	14	6	74219	-0.35922	0.64028	HNRNPAB
ENSG00000175309	5	177635498	177659792	111	19	67194	-0.98376	0.83738	PHYKPL
ENSG00000050767	5	177664619	178017556	1559	130	68182	-0.884	0.81165	COL23A1
ENSG00000113240	5	178029665	178057616	50	10	71867	0.55652	0.28893	CLK4
ENSG00000169131	5	178138593	178157703	85	6	64683	0.13202	0.44748	ZNF354A
ENSG00000178338	5	178286954	178315123	214	8	68972	0.050532	0.47985	ZNF354B
ENSG00000198939	5	178322895	178360213	173	17	67622	-0.20662	0.58185	ZFP2
ENSG00000178187	5	178368192	178393434	87	14	67960	-0.087768	0.53497	ZNF454
ENSG00000113262	5	178405328	178423207	119	16	63714	-0.069841	0.52784	GRM6
ENSG00000234284	5	178450753	178462065	56	6	70518	0.40379	0.34318	ZNF879
ENSG00000177932	5	178487416	178510538	57	12	72156	0.09944	0.46039	ZNF354C
ENSG00000087116	5	178537852	178772431	1026	133	67480	0.17102	0.4321	ADAMTS2
ENSG00000176783	5	178977559	179037027	200	24	69347	0.072875	0.47095	RUFY1
ENSG00000169045	5	179041179	179061785	78	14	56883	1.1648	0.12206	HNRNPH1
ENSG00000204661	5	179068545	179072047	13	6	47084	-2.81	0.99752	C5orf60
ENSG00000228259	5	179078298	179079445	4	2	74219	-1.4911	0.93203	AC136604.1
ENSG00000204659	5	179105584	179107975	6	3	71648	-0.48782	0.68716	CBY3
ENSG00000127022	5	179105629	179157926	170	19	64263	0.45025	0.32626	CANX
ENSG00000161021	5	179159851	179223512	190	19	68471	0.074258	0.4704	MAML1
ENSG00000213316	5	179220981	179223648	7	3	72015	-0.55707	0.71126	LTC4S
ENSG00000161013	5	179224597	179233952	22	5	73518	0.31607	0.37598	MGAT4B
ENSG00000161011	5	179233388	179265078	142	27	62497	0.54237	0.29378	SQSTM1
ENSG00000161010	5	179261436	179289173	108	16	56772	0.66468	0.25313	C5orf45
ENSG00000245317	5	179286013	179288283	7	2	65820	-0.23953	0.59465	CTC-241N9.1
ENSG00000197226	5	179289066	179334859	81	11	68531	-0.22289	0.58819	TBC1D9B
ENSG00000113269	5	179338651	179499118	425	37	70048	-0.0099173	0.50396	RNF130
ENSG00000146090	5	179527795	179636153	574	68	64069	0.97399	0.16503	RASGEF1C
ENSG00000050748	5	179660143	179719099	176	24	70791	0.9555	0.16966	MAPK9
ENSG00000131459	5	179727690	179780387	268	25	64660	0.34225	0.36608	GFPT2
ENSG00000113300	5	179921412	180005405	359	17	66927	0.44721	0.32736	CNOT6
ENSG00000161055	5	180017103	180018540	3	2	74219	0.75581	0.22488	SCGB3A1
ENSG00000037280	5	180028506	180076624	272	34	64003	1.7721	0.038187	FLT4
ENSG00000174339	5	180166042	180167099	4	2	74219	1.6845	0.046041	OR2Y1
ENSG00000131446	5	180217541	180242652	153	9	70156	-0.23584	0.59322	MGAT1
ENSG00000196670	5	180274611	180288286	55	9	68594	-0.87189	0.80837	ZFP62
ENSG00000113303	5	180326077	180377906	209	14	60421	-0.71841	0.76375	BTNL8
ENSG00000168903	5	180415845	180433727	47	10	39194	0.55272	0.29023	BTNL3
ENSG00000165810	5	180467225	180488523	73	11	71380	-0.12947	0.55151	BTNL9
ENSG00000185372	5	180551357	180552304	1	1	74219	-0.30627	0.6203	OR2V1
ENSG00000182613	5	180581943	180582890	2	1	74219	1.0149	0.15508	OR2V2
ENSG00000146054	5	180620924	180632293	67	11	72004	0.43569	0.33153	TRIM7
ENSG00000146063	5	180649499	180662809	38	9	72266	-0.98161	0.83685	TRIM41
ENSG00000204628	5	180663909	180675096	56	9	71568	-1.2162	0.88805	GNB2L1
ENSG00000183718	5	180681417	180688119	18	7	72505	-1.1596	0.87689	TRIM52
ENSG00000268397	5	180682720	180684578	1	1	74219	-0.94433	0.8275	AC008443.1
ENSG00000112679	6	291630	351355	95	23	39844	2.6526	0.0039942	DUSP22
ENSG00000137265	6	391739	411447	74	17	70624	-2.0313	0.97889	IRF4
ENSG00000112685	6	485133	693117	771	45	66655	-0.29339	0.61539	EXOC2
ENSG00000188996	6	655939	656963	4	2	74219	-1.3953	0.91854	HUS1B
ENSG00000176515	6	1080164	1105181	88	14	65183	0.15482	0.43848	AL033381.1
ENSG00000164379	6	1312675	1314992	11	4	62127	0.18953	0.42484	FOXQ1
ENSG00000137273	6	1390069	1395832	22	9	68874	-0.21024	0.58326	FOXF2
ENSG00000054598	6	1610681	1614127	3	1	74219	3.1631	0.00078037	FOXC1
ENSG00000112699	6	1624041	2245926	1768	115	67525	-0.1289	0.55128	GMDS
ENSG00000164385	6	2622147	2634837	46	10	72606	-0.96109	0.83175	C6orf195
ENSG00000145949	6	2663863	2751200	447	37	71832	-1.3197	0.90653	MYLK4
ENSG00000124535	6	2765648	2787186	71	13	72128	0.6175	0.26845	WRNIP1
ENSG00000021355	6	2832566	2842240	31	7	70426	1.2293	0.10947	SERPINB1
ENSG00000170542	6	2887500	2903514	53	18	67563	0.5126	0.30412	SERPINB9
ENSG00000124570	6	2948393	2972090	94	14	72640	-0.14472	0.55753	SERPINB6
ENSG00000124588	6	2988221	3019996	237	26	69050	0.26066	0.39718	NQO2
ENSG00000137275	6	3064225	3115421	149	26	67452	0.52235	0.30071	RIPK1
ENSG00000137274	6	3118608	3153812	94	9	65299	-0.56663	0.71452	BPHL
ENSG00000137267	6	3153903	3157760	8	3	57593	-1.6227	0.94767	TUBB2A
ENSG00000137285	6	3224495	3231964	7	4	49022	-0.48156	0.68494	TUBB2B
ENSG00000180822	6	3231637	3303607	373	16	65103	0.33198	0.36995	PSMG4
ENSG00000137266	6	3269196	3457256	815	75	69877	0.076423	0.46954	SLC22A23
ENSG00000168994	6	3722848	3752260	86	19	71630	0.57891	0.28132	PXDC1
ENSG00000145945	6	3849620	3851551	3	2	74219	1.129	0.12944	FAM50B
ENSG00000145965	6	3982909	3984372	4	1	59521	0.044818	0.48213	C6ORF50
ENSG00000112739	6	4021501	4065217	130	13	70149	0.5648	0.2861	PRPF4B
ENSG00000145975	6	4049668	4087578	128	14	68007	0.49542	0.31015	FAM217A
ENSG00000185689	6	4079440	4131185	175	19	70490	0.16465	0.43461	C6orf201
ENSG00000198721	6	4115923	4135831	64	9	70981	0.14856	0.44095	ECI2
ENSG00000153046	6	4706393	4955785	723	71	68139	1.3014	0.096563	CDYL
ENSG00000124787	6	4994966	5004297	54	9	68775	-0.36418	0.64214	RPP40
ENSG00000219607	6	5085720	5087455	7	2	74219	0.62061	0.26743	PPP1R3G
ENSG00000214113	6	5102827	5261172	590	35	68629	-0.086642	0.53452	LYRM4
ENSG00000145982	6	5261277	5771813	1906	160	69752	-2.3571	0.99079	FARS2
ENSG00000124785	6	5998232	6007200	33	6	69721	-0.84089	0.79979	NRN1
ENSG00000124491	6	6144318	6321246	775	101	64322	-0.91272	0.81931	F13A1
ENSG00000112799	6	6588341	6655216	333	48	64416	-1.7397	0.95904	LY86
ENSG00000124782	6	7107830	7252213	284	31	71158	-1.6065	0.94592	RREB1
ENSG00000124783	6	7268539	7347679	497	29	65025	0.50215	0.30778	SSR1
ENSG00000164304	6	7326889	7389976	219	20	67353	2.6042	0.0046042	CAGE1
ENSG00000124784	6	7389729	7418270	78	12	67398	1.848	0.032299	RIOK1
ENSG00000096696	6	7541808	7586950	140	24	71589	-0.5788	0.71864	DSP
ENSG00000168566	6	7590432	7612200	60	10	72982	-1.4566	0.92738	SNRNP48
ENSG00000153162	6	7727030	7881655	548	58	70397	0.27666	0.39102	BMP6
ENSG00000239264	6	7881483	8026646	628	59	69691	0.60819	0.27153	TXNDC5
ENSG00000259040	6	7881755	8064597	780	52	69836	0.27494	0.39168	BLOC1S5-TXNDC5
ENSG00000188428	6	8013800	8064647	207	16	70587	-0.81253	0.79176	BLOC1S5
ENSG00000265818	6	8015959	8102763	325	25	69688	-1.2125	0.88734	EEF1E1-BLOC1S5
ENSG00000124802	6	8073593	8102811	92	13	69107	-0.89252	0.81394	EEF1E1
ENSG00000124786	6	8413301	8435794	72	6	73188	0.017913	0.49285	SLC35B3
ENSG00000181355	6	9596343	10211841	2146	112	68771	-0.51557	0.69692	OFCC1
ENSG00000137203	6	10393419	10419892	48	12	67452	-1.4144	0.92138	TFAP2A
ENSG00000111846	6	10492456	10629601	488	52	69749	-0.50859	0.69448	GCNT2
ENSG00000205318	6	10633993	10647501	18	7	67687	0.47526	0.3173	GCNT6
ENSG00000137434	6	10671651	10695030	25	13	57140	-0.13903	0.55529	C6orf52
ENSG00000111845	6	10694928	10710015	15	10	65352	0.14782	0.44124	PAK1IP1
ENSG00000111843	6	10723148	10731362	23	3	69107	-0.46804	0.68012	TMEM14C
ENSG00000137210	6	10747992	10852986	228	33	69700	-0.21956	0.58689	TMEM14B
ENSG00000272162	6	10748027	10930656	478	48	69694	-0.82293	0.79473	RP11-637O19.3
ENSG00000153157	6	10748027	10979553	634	58	68948	-0.44491	0.67181	SYCP2L
ENSG00000111837	6	10762956	10838764	156	20	69876	-0.42062	0.66298	MAK
ENSG00000124827	6	10873456	10882174	18	6	70953	-0.40905	0.65875	GCM2
ENSG00000197977	6	10980992	11044547	165	18	56573	-0.89291	0.81405	ELOVL2
ENSG00000224531	6	11094266	11138964	182	17	70258	-0.11948	0.54755	SMIM13
ENSG00000244476	6	11102722	11111965	42	8	72819	-0.036187	0.51443	ERVFRD-1
ENSG00000111859	6	11183531	11382581	719	93	70085	-0.43424	0.66794	NEDD9
ENSG00000205269	6	11537938	11583757	159	19	73188	0.99657	0.15949	TMEM170B
ENSG00000111863	6	11712287	11807279	352	38	70440	0.51891	0.30191	ADTRP
ENSG00000095951	6	12008995	12165232	461	43	67481	1.0704	0.14221	HIVEP1
ENSG00000078401	6	12290596	12297427	24	7	74219	-0.11555	0.546	EDN1
ENSG00000112137	6	12717893	13288645	1491	70	69939	-0.25417	0.60032	PHACTR1
ENSG00000145979	6	13266774	13328815	310	17	70457	-0.12575	0.55004	TBC1D7
ENSG00000145990	6	13358062	13487894	377	35	68812	-1.3046	0.90399	GFOD1
ENSG00000187461	6	13469513	13486415	36	10	63563	0.050563	0.47984	AL583828.1
ENSG00000124523	6	13574816	13614790	70	12	70818	-0.64979	0.74209	SIRT5
ENSG00000225921	6	13615559	13632971	25	6	73602	-0.5444	0.70692	NOL7
ENSG00000268059	6	13615728	13621126	6	2	74219	-0.20216	0.5801	AL441883.1
ENSG00000010017	6	13621730	13711796	133	22	71219	-0.25977	0.60248	RANBP9
ENSG00000050393	6	13786789	13814800	60	16	68548	-0.019926	0.50795	MCUR1
ENSG00000180537	6	13924677	13980533	126	15	70218	-1.4162	0.92164	RNF182
ENSG00000112149	6	14117872	14137149	56	12	73169	-0.49778	0.69068	CD83
ENSG00000008083	6	15246527	15522252	765	51	69480	-1.3811	0.91638	JARID2
ENSG00000047579	6	15523032	15663289	335	21	71080	0.11799	0.45304	DTNBP1
ENSG00000007944	6	16129356	16148479	39	10	69301	-1.3941	0.91836	MYLIP
ENSG00000137198	6	16238811	16295780	176	26	66941	-0.66361	0.74653	GMPR
ENSG00000124788	6	16299343	16761722	1563	160	70223	-0.22932	0.59069	ATXN1
ENSG00000230873	6	17102489	17131603	82	9	70787	-0.97777	0.8359	STMND1
ENSG00000112183	6	17281577	17294106	21	7	74219	1.5259	0.063519	RBM24
ENSG00000112186	6	17393447	17558023	467	47	67495	-0.81317	0.79194	CAP2
ENSG00000137414	6	17600586	17611950	22	6	65501	-0.070357	0.52805	FAM8A1
ENSG00000124789	6	17615269	17706656	261	26	68683	-0.3645	0.64226	NUP153
ENSG00000137177	6	17759414	17987854	687	29	68959	0.022	0.49122	KIF13A
ENSG00000187566	6	18120718	18122851	6	2	74219	1.9565	0.025205	NHLRC1
ENSG00000137364	6	18128542	18155305	92	13	72773	1.6297	0.051578	TPMT
ENSG00000165097	6	18155560	18224084	268	23	69993	0.68413	0.24695	KDM1B
ENSG00000124795	6	18224099	18265054	87	17	69810	0.81122	0.20862	DEK
ENSG00000137393	6	18368779	18469105	512	30	71427	1.1879	0.11743	RNF144B
ENSG00000172201	6	19837617	19840915	13	5	69697	-0.82503	0.79532	ID4
ENSG00000172197	6	20100935	20212670	395	61	70561	-1.5828	0.94326	MBOAT1
ENSG00000112242	6	20402398	20493941	196	36	69247	-0.51521	0.6968	E2F3
ENSG00000145996	6	20534688	21232635	2313	83	70181	0.44023	0.32989	CDKAL1
ENSG00000124766	6	21593972	21598847	11	6	47230	0.46682	0.32031	SOX4
ENSG00000172179	6	22287480	22297730	26	8	71958	-0.68719	0.75402	PRL
ENSG00000112273	6	22569678	22571892	11	4	72817	0.23673	0.40643	HDGFL1
ENSG00000152954	6	24126350	24155128	81	25	70018	0.97214	0.16549	NRSN1
ENSG00000146038	6	24171984	24358280	778	42	68584	2.0808	0.018728	DCDC2
ENSG00000146049	6	24357131	24358512	4	2	74219	1.9793	0.023892	KAAG1
ENSG00000124532	6	24403153	24425810	122	12	72038	2.2649	0.01176	MRS2
ENSG00000112293	6	24424793	24495433	527	31	69693	1.9057	0.028344	GPLD1
ENSG00000112294	6	24495080	24537435	200	26	67877	0.56611	0.28566	ALDH5A1
ENSG00000137261	6	24544332	24646383	398	45	69625	0.28493	0.38785	KIAA0319
ENSG00000111802	6	24650205	24667261	67	11	70666	0.73664	0.23067	TDP2
ENSG00000112304	6	24667263	24705293	141	17	67527	-0.23888	0.5944	ACOT13
ENSG00000112308	6	24705089	24721064	40	13	65400	1.2833	0.099699	C6orf62
ENSG00000112312	6	24775159	24786327	23	9	69107	1.373	0.084878	GMNN
ENSG00000260286	6	24797549	24799117	3	2	74219	0.4907	0.31182	C6orf229
ENSG00000111913	6	24797601	25042238	938	73	71089	1.5597	0.059413	FAM65B
ENSG00000079691	6	25279306	25620758	1498	71	71935	1.0815	0.13973	LRRC16A
ENSG00000079689	6	25652464	25702011	166	26	71107	-0.1026	0.54086	SCGN
ENSG00000164508	6	25726291	25726790	5	2	74219	1.3176	0.093822	HIST1H2AA
ENSG00000146047	6	25727137	25727573	4	1	74219	0.79236	0.21408	HIST1H2BA
ENSG00000146039	6	25754927	25781419	105	15	73659	1.5249	0.063638	SLC17A4
ENSG00000124568	6	25783125	25832287	148	15	72024	2.6632	0.0038703	SLC17A1
ENSG00000124564	6	25833294	25882514	143	17	73289	2.5108	0.0060231	SLC17A3
ENSG00000112337	6	25912982	25930946	61	8	71328	1.9876	0.023429	SLC17A2
ENSG00000112343	6	25963030	25987384	47	14	70466	2.4152	0.0078632	TRIM38
ENSG00000124610	6	26017260	26018040	4	2	74219	1.6259	0.051988	HIST1H1A
ENSG00000198366	6	26020718	26021186	1	1	74219	1.0416	0.1488	HIST1H3A
ENSG00000196176	6	26021907	26022278	1	1	74219	2.323	0.01009	HIST1H4A
ENSG00000124529	6	26027124	26027480	3	1	74219	-0.20639	0.58176	HIST1H4B
ENSG00000124693	6	26031817	26032288	1	1	74219	0.44489	0.3282	HIST1H3B
ENSG00000137259	6	26033320	26033796	2	1	74219	1.4524	0.07319	HIST1H2AB
ENSG00000196532	6	26045639	26046097	3	2	54622	1.6784	0.046638	HIST1H3C
ENSG00000187837	6	26055968	26056699	3	2	74219	-0.71602	0.76301	HIST1H1C
ENSG00000010704	6	26087509	26098571	29	10	70164	2.2437	0.012425	HFE
ENSG00000197061	6	26104104	26104518	2	1	74219	-1.7084	0.95622	HIST1H4C
ENSG00000187475	6	26107640	26108364	3	2	74219	-0.27385	0.6079	HIST1H1T
ENSG00000180596	6	26115101	26124154	30	6	74219	1.199	0.11527	HIST1H2BC
ENSG00000180573	6	26124373	26139344	50	9	70691	0.80325	0.21091	HIST1H2AC
ENSG00000168298	6	26156559	26157343	1	1	15427	1.386	0.08288	HIST1H1E
ENSG00000158373	6	26158349	26171577	18	5	74219	3.4246	0.00030789	HIST1H2BD
ENSG00000197697	6	26183958	26184454	2	1	74219	3.5465	0.00019522	HIST1H2BE
ENSG00000197409	6	26197068	26199521	14	4	72015	2.3405	0.0096279	HIST1H3D
ENSG00000196866	6	26199079	26199471	2	1	74219	-0.47389	0.68221	HIST1H2AD
ENSG00000197846	6	26199748	26200942	10	4	74219	3.1659	0.0007729	HIST1H2BF
ENSG00000198518	6	26204858	26206266	13	4	74219	1.6656	0.047895	HIST1H4E
ENSG00000187990	6	26216428	26216872	2	1	74219	-0.85009	0.80236	HIST1H2BG
ENSG00000124575	6	26234440	26235216	4	2	59521	-1.3546	0.91223	HIST1H1D
ENSG00000198327	6	26240561	26240976	4	2	44823	-0.61213	0.72977	HIST1H4F
ENSG00000124578	6	26246886	26247259	1	1	74219	-0.45265	0.6746	HIST1H4G
ENSG00000256018	6	26271146	26271612	1	1	74219	0.77829	0.2182	HIST1H3G
ENSG00000158406	6	26281283	26285762	14	5	70020	4.2391	1.1219e-05	HIST1H4H
ENSG00000186470	6	26365387	26378546	100	9	72301	2.2975	0.010796	BTN3A2
ENSG00000124508	6	26383324	26395102	45	9	73533	2.0399	0.020682	BTN2A2
ENSG00000026950	6	26402465	26415444	57	6	70093	1.0068	0.15701	BTN3A1
ENSG00000111801	6	26440700	26453643	38	10	70719	1.018	0.15433	BTN3A3
ENSG00000112763	6	26458150	26476849	79	16	62116	2.3231	0.010088	BTN2A1
ENSG00000124557	6	26501449	26510650	21	4	73484	0.39944	0.34478	BTN1A1
ENSG00000182952	6	26538633	26546482	19	4	68030	0.96346	0.16766	HMGN4
ENSG00000146109	6	26597180	26600278	15	5	70300	1.6654	0.047912	ABT1
ENSG00000181315	6	26636518	26659980	77	10	68111	0.86071	0.1947	ZNF322
ENSG00000124635	6	27093676	27100541	15	7	70300	2.6908	0.0035644	HIST1H2BJ
ENSG00000196787	6	27100832	27103070	2	1	74219	0.73959	0.22978	HIST1H2AG
ENSG00000197903	6	27106073	27114619	11	4	74219	2.2774	0.011383	HIST1H2BK
ENSG00000198339	6	27107076	27108418	1	1	74219	-0.14463	0.5575	HIST1H4I
ENSG00000184825	6	27114861	27115317	2	1	74219	2.2493	0.012247	HIST1H2AH
ENSG00000112812	6	27215480	27224403	19	6	74219	2.5374	0.0055834	PRSS16
ENSG00000158553	6	27253682	27279949	102	19	72339	1.956	0.025231	POM121L2
ENSG00000124613	6	27342394	27371683	165	7	72344	1.5904	0.055874	ZNF391
ENSG00000096654	6	27418522	27440897	89	7	72064	2.0259	0.021388	ZNF184
ENSG00000185130	6	27775257	27775709	2	1	74219	2.324	0.010062	HIST1H2BL
ENSG00000203813	6	27777842	27778314	1	1	74219	-0.035602	0.5142	HIST1H3H
ENSG00000182611	6	27782112	27782607	4	1	74219	2.1488	0.015823	HIST1H2AJ
ENSG00000196374	6	27782822	27783267	1	1	74219	1.4798	0.06946	HIST1H2BM
ENSG00000197238	6	27791884	27792257	3	1	15427	0.96761	0.16662	HIST1H4J
ENSG00000197914	6	27798952	27799305	2	1	74219	1.0062	0.15715	HIST1H4K
ENSG00000233822	6	27806323	27823487	35	7	63700	2.2062	0.013683	HIST1H2BN
ENSG00000198374	6	27833034	27833606	2	1	74219	2.5919	0.0047728	HIST1H2AL
ENSG00000184357	6	27834570	27835359	4	2	74219	2.5875	0.0048339	HIST1H1B
ENSG00000182572	6	27839623	27840099	1	1	74219	2.6464	0.004068	HIST1H3I
ENSG00000198558	6	27840926	27841289	1	1	74219	2.4199	0.007762	HIST1H4L
ENSG00000197153	6	27858093	27860884	7	2	74219	0.90146	0.18367	HIST1H3J
ENSG00000168131	6	27878963	27880174	4	2	74219	2.6988	0.0034795	OR2B2
ENSG00000124657	6	27925019	27925960	3	1	74219	0.49522	0.31022	OR2B6
ENSG00000197279	6	28048753	28057341	22	5	74219	1.6788	0.046597	ZNF165
ENSG00000196812	6	28092338	28097860	12	3	69320	1.5544	0.060043	ZSCAN16
ENSG00000198315	6	28109688	28127250	49	7	73019	1.7435	0.040619	ZKSCAN8
ENSG00000137185	6	28192664	28201260	29	8	73687	1.6852	0.045973	ZSCAN9
ENSG00000187626	6	28212401	28227011	34	9	69031	1.9536	0.025375	ZKSCAN4
ENSG00000189134	6	28227098	28228736	6	3	74219	1.4157	0.078425	NKAPL
ENSG00000137338	6	28249314	28270326	64	13	70740	2.037	0.020823	PGBD1
ENSG00000235109	6	28292470	28324048	110	16	69128	1.2169	0.11181	ZSCAN31
ENSG00000189298	6	28317691	28336947	66	12	71079	1.0936	0.13706	ZKSCAN3
ENSG00000158691	6	28346732	28367511	70	9	68739	1.533	0.062638	ZSCAN12
ENSG00000187987	6	28399707	28411279	33	6	64844	0.01792	0.49285	ZSCAN23
ENSG00000198704	6	28471073	28495992	79	15	71401	1.5906	0.05585	GPX6
ENSG00000224586	6	28493702	28502729	24	6	69320	1.7738	0.038048	GPX5
ENSG00000232040	6	28539407	28583989	107	18	71183	1.7424	0.040723	SCAND3
ENSG00000204713	6	28870779	28891766	71	14	68558	3.6307	0.00014132	TRIM27
ENSG00000204709	6	28911654	28912314	4	2	59521	0.82378	0.20503	C6orf100
ENSG00000197935	6	28962562	28973093	31	8	70332	4.8655	5.7086e-07	ZNF311
ENSG00000204704	6	29011990	29013017	3	1	54622	0.3138	0.37684	OR2W1
ENSG00000204703	6	29053985	29055090	3	2	74219	0.15094	0.44001	OR2B3
ENSG00000204702	6	29068386	29069658	8	3	72291	3.6468	0.00013276	OR2J1
ENSG00000204701	6	29079668	29080603	4	2	59521	2.1891	0.014296	OR2J3
ENSG00000204700	6	29141311	29142351	10	4	74219	1.2069	0.11374	OR2J2
ENSG00000204695	6	29274403	29275519	4	2	74219	3.865	5.5553e-05	OR14J1
ENSG00000243729	6	29323007	29399744	343	25	69692	2.5564	0.0052878	OR5V1
ENSG00000112462	6	29341200	29343068	11	5	74219	2.7252	0.0032132	OR12D3
ENSG00000168787	6	29364416	29365448	9	2	74219	1.5042	0.066261	OR12D2
ENSG00000204694	6	29393281	29424848	132	11	71408	1.2404	0.10741	OR11A1
ENSG00000206474	6	29407083	29408731	13	3	69697	1.5774	0.057355	OR10C1
ENSG00000204688	6	29424958	29432105	19	6	58594	1.2741	0.10131	OR2H1
ENSG00000204687	6	29454474	29455738	3	1	54622	-0.77672	0.78134	MAS1L
ENSG00000213886	6	29523292	29527702	26	4	71958	1.6609	0.048364	UBD
ENSG00000204681	6	29523406	29601753	299	30	71166	3.0002	0.0013491	GABBR1
ENSG00000204657	6	29555683	29556745	4	2	59521	0.88261	0.18872	OR2H2
ENSG00000204655	6	29624758	29640149	107	17	63779	-0.046344	0.51848	MOG
ENSG00000204644	6	29640169	29648887	74	12	65480	0.60869	0.27137	ZFP57
